chromosome,window_start,window_end,Azucena_CG,IR64_CG,Azucena_CHG,IR64_CHG,Azucena_CHH,IR64_CHH,recombination_rate
chr11,8600001,8700000,2082,1554,622,489,8,13,0.235845508
chr11,8700001,8800000,1341,1749,754,377,29,23,0
chr11,8800001,8900000,1786,1702,299,290,6,14,0
chr11,8900001,9000000,1664,1540,405,269,38,38,0.471691016
chr11,9000001,9100000,1300,1220,130,212,15,21,0.235845508
chr11,9100001,9200000,1767,1254,576,301,0,0,0
chr11,9200001,9300000,1538,1655,395,535,0,0,0
chr11,9300001,9400000,1637,2186,452,684,14,12,0.943382033
chr11,9400001,9500000,2166,1371,746,274,1,2,0
chr11,9500001,9600000,1664,1922,598,551,1,4,0
chr11,9600001,9700000,1546,1503,431,332,1,4,0.471691016
chr11,9700001,9800000,1795,1626,328,312,6,19,0.235845508
chr11,9800001,9900000,1731,1542,736,474,1,34,0
chr11,9900001,10000000,1669,1679,465,347,13,13,0
chr11,10000001,10100000,1630,1745,455,220,23,0,0
chr11,10100001,10200000,1700,1712,286,409,0,1,0
chr11,10200001,10300000,1997,2551,554,936,3,2,0.235845508
chr11,10300001,10400000,2252,1631,944,405,3,30,0
chr11,10400001,10500000,1881,2147,624,834,10,16,0
chr11,10500001,10600000,1788,1437,609,426,2,19,0
chr11,10600001,10700000,1702,2119,808,506,6,11,0
chr11,10700001,10800000,1221,1710,389,524,36,2,0
chr11,10800001,10900000,1836,1795,522,632,2,7,0
chr11,10900001,11000000,1525,1491,609,644,9,11,0.235845508
chr11,11000001,11100000,2004,1854,962,643,11,11,0
chr11,11100001,11200000,1607,1760,501,713,26,10,0
chr11,11200001,11300000,2564,1755,1123,606,6,27,0
chr11,11300001,11400000,1614,1738,631,706,26,12,0
chr11,11400001,11500000,2063,1916,837,835,1,1,0.235845508
chr11,11500001,11600000,1765,1824,809,554,0,1,0
chr11,11600001,11700000,1747,1963,889,726,7,0,0
chr11,11700001,11800000,1600,1600,418,469,3,5,0
chr11,11800001,11900000,2043,2002,907,587,1,7,0
chr11,11900001,12000000,1976,2256,747,920,0,2,0
chr11,12000001,12100000,900,2089,207,908,0,0,0
chr11,12100001,12200000,626,2582,331,585,36,3,0
chr11,12200001,12300000,2290,2514,998,833,4,1,0
chr11,12300001,12400000,2008,1821,864,589,0,1,0
chr11,12400001,12500000,3884,2945,288,600,22,4,0
chr11,12500001,12600000,2330,2208,793,727,0,4,0
chr11,12600001,12700000,1923,3427,1019,1267,2,0,0
chr11,12700001,12800000,2304,2240,1211,1007,2,20,0
chr11,12800001,12900000,1847,1520,873,653,1,37,0
chr11,12900001,13000000,2139,2194,930,841,1,3,0
chr11,13000001,13100000,2364,2441,1373,911,0,1,0
chr11,13100001,13200000,2562,1717,1103,728,0,0,0
chr11,13200001,13300000,2237,2012,988,895,4,2,0
chr11,13300001,13400000,2449,2052,1138,888,0,0,0
chr11,13400001,13500000,2237,2046,961,938,3,1,0
chr11,13500001,13600000,1997,2231,909,789,0,2,0
chr11,13600001,13700000,1948,1989,1016,793,6,0,0
chr11,13700001,13800000,1345,1661,634,580,15,0,0
chr11,13800001,13900000,1609,2134,601,624,11,0,0.235845508
chr11,13900001,14000000,1985,2303,653,1042,1,0,0
chr11,14000001,14100000,1308,1992,545,697,22,1,0.235845508
chr11,14100001,14200000,1541,1841,360,804,24,1,0
chr11,14200001,14300000,1401,1389,447,536,9,1,0.235845508
chr11,14300001,14400000,1686,1308,536,588,13,5,0
chr11,14400001,14500000,1600,1478,671,410,10,4,0
chr11,14500001,14600000,1756,1681,634,587,0,3,0
chr11,14600001,14700000,1409,1739,372,383,35,0,0
chr11,14700001,14800000,1830,1458,759,586,14,0,0
chr11,14800001,14900000,2170,1389,606,443,15,16,0
chr11,14900001,15000000,1627,1453,523,373,41,31,0
chr11,15000001,15100000,1840,1680,835,383,0,4,0
chr11,15100001,15200000,1546,1916,699,594,1,15,0
chr11,15200001,15300000,2107,1721,944,365,2,22,0
chr11,15300001,15400000,1480,1628,893,469,4,17,0
chr11,15400001,15500000,1528,2107,413,868,1,1,0
chr11,15500001,15600000,1420,393,501,68,62,0,0.471691016
chr11,15600001,15700000,1790,2067,667,711,2,19,0
chr11,15700001,15800000,1950,1745,709,558,2,25,0
chr11,15800001,15900000,1751,1823,411,558,1,13,0
chr11,15900001,16000000,1580,1963,403,863,1,4,0.235845508
chr11,16000001,16100000,1873,2027,778,644,9,27,0
chr11,16100001,16200000,2216,1783,1168,471,3,23,0
chr11,16200001,16300000,1674,1943,472,749,1,2,0
chr11,16300001,16400000,1556,1925,444,558,4,5,0
chr11,16400001,16500000,1511,2060,310,692,1,1,0.707536525
chr11,16500001,16600000,1610,2127,499,768,9,0,0.471691016
chr11,16600001,16700000,2018,1360,508,568,0,0,0.235845508
chr11,16700001,16800000,1754,1699,391,618,3,4,0
chr11,16800001,16900000,1445,1514,749,318,2,6,0
chr11,16900001,17000000,1479,2122,458,596,24,4,0.707536525
chr11,17000001,17100000,1486,1570,408,454,11,113,0
chr11,17100001,17200000,1386,1600,418,572,51,0,0.471691016
chr11,17200001,17300000,790,1998,215,645,48,2,0.235845508
chr11,17300001,17400000,1128,2041,457,533,17,2,0
chr11,17400001,17500000,1679,1549,606,443,22,6,0.235845508
chr11,17500001,17600000,1212,2064,367,717,83,9,0
chr11,17600001,17700000,1567,2225,421,951,9,0,0.707536525
chr11,17700001,17800000,1930,1544,800,346,35,2,0
chr11,17800001,17900000,1377,1854,679,499,3,13,0
chr11,17900001,18000000,1932,1464,798,303,0,8,0
chr11,18000001,18100000,929,1990,314,379,48,7,0
chr11,18100001,18200000,1440,1771,508,560,48,3,0.471691016
chr11,18200001,18300000,1603,2221,619,593,16,2,0.473937096
chr11,18300001,18400000,1607,2310,548,676,60,0,0.235845508
chr11,18400001,18500000,1550,1776,690,430,7,20,0.471691016
chr11,18500001,18600000,1258,1560,489,315,22,59,0.235845508
chr11,18600001,18700000,1894,104,533,32,5,7,0.471691016
chr11,18700001,18800000,1642,10,207,1,1,1,0.945628112
chr11,18800001,18900000,1379,604,131,169,1,16,0.235845508
chr11,18900001,19000000,1217,1549,273,532,45,38,0
chr11,19000001,19100000,1375,2095,292,891,4,1,0.235845508
chr11,19100001,19200000,1270,1651,320,408,29,7,0.471691016
chr11,19200001,19300000,1177,1412,404,544,57,62,1.186008972
chr11,19300001,19400000,1222,1369,381,277,30,40,0.235845508
chr11,19400001,19500000,1315,1437,279,384,77,10,0
chr11,19500001,19600000,1000,1637,327,404,31,36,0
chr11,19600001,19700000,1284,893,371,283,20,106,0.707536525
chr11,19700001,19800000,1384,1541,420,402,5,40,1.192878046
chr11,19800001,19900000,1438,1624,390,454,32,50,0.471691016
chr11,19900001,20000000,1167,2099,343,673,38,10,1.181473621
chr11,20000001,20100000,866,1454,241,510,89,46,0.707536525
chr11,20100001,20200000,1183,1793,237,431,76,0,0
chr11,20200001,20300000,1508,1550,434,176,37,0,0
chr11,20300001,20400000,1291,968,384,99,39,35,0.471691016
chr11,20400001,20500000,917,1342,146,239,51,60,0.707536525
chr11,20500001,20600000,1704,1181,547,241,34,8,0.471691016
chr11,20600001,20700000,1518,1192,436,233,12,63,0
chr11,20700001,20800000,939,1580,364,517,24,68,0
chr11,20800001,20900000,1142,1324,237,379,19,24,0.471691016
chr11,20900001,21000000,1229,1793,259,568,19,25,0
chr11,21000001,21100000,1392,1849,218,526,57,21,0.235845508
chr11,21100001,21200000,1519,859,412,206,65,51,0.235845508
chr11,21200001,21300000,1266,1389,362,387,36,18,0.707536525
chr11,21300001,21400000,1909,1493,745,287,15,17,0
chr11,21400001,21500000,1917,1264,463,273,6,86,0.473937096
chr11,21500001,21600000,1628,1257,609,434,10,94,0
chr11,21600001,21700000,1429,939,432,169,18,88,0.709782604
chr11,21700001,21800000,1478,1413,459,405,27,31,0.471691016
chr11,21800001,21900000,1870,862,554,260,23,0,0
chr11,21900001,22000000,1031,1732,86,566,11,23,0
chr11,22000001,22100000,1203,1321,525,381,11,88,0
chr11,22100001,22200000,1677,1170,543,190,1,81,0
chr11,22200001,22300000,1305,1881,517,552,21,28,0.235845508
chr11,22300001,22400000,1537,1203,580,280,58,62,0
chr11,22400001,22500000,1141,1217,228,267,28,63,0.235845508
chr11,22500001,22600000,1093,1136,274,248,48,24,0.235845508
chr11,22600001,22700000,1361,1155,328,107,9,94,0.471691016
chr11,22700001,22800000,951,1500,294,328,49,40,0.943382033
chr11,22800001,22900000,1558,1287,481,239,43,107,0
chr11,22900001,23000000,1324,1821,222,608,54,78,1.417319129
chr11,23000001,23100000,1196,1959,159,518,61,3,0.707536525
chr11,23100001,23200000,741,2326,117,519,21,1,0
chr11,23200001,23300000,1118,2050,160,627,28,17,0
chr11,23300001,23400000,967,1712,198,400,45,2,0
chr11,23400001,23500000,1214,1747,296,448,10,13,0.707536525
chr11,23500001,23600000,934,1526,230,326,21,14,0
chr11,23600001,23700000,957,1222,147,284,5,69,0.235845508
chr11,23700001,23800000,1476,2078,483,636,28,13,0
chr11,23800001,23900000,1235,1060,537,166,82,62,0
chr11,23900001,24000000,1176,1484,222,335,59,6,0.235845508
chr11,24000001,24100000,1204,1528,271,531,79,6,0
chr11,24100001,24200000,1119,984,321,228,35,7,1.653164637
chr11,24200001,24300000,1366,1525,335,497,34,37,0.709782604
chr11,24300001,24400000,879,1030,138,149,41,78,0.707536525
chr11,24400001,24500000,1305,1285,419,237,40,53,0.471691016
chr11,24500001,24600000,1069,939,300,108,22,55,0.707536525
chr11,24600001,24700000,925,846,175,132,7,46,0.471691016
chr11,24700001,24800000,1387,525,210,125,10,1,0.707536525
chr11,24800001,24900000,1170,1103,392,318,0,11,0.707536525
chr11,24900001,25000000,1623,409,602,100,2,1,0
chr11,25000001,25100000,1522,1261,259,286,23,14,0
chr11,25100001,25200000,1148,1023,222,181,46,80,0.235845508
chr11,25200001,25300000,1354,884,125,214,47,23,0.943382033
chr11,25300001,25400000,1713,1214,295,403,4,33,0.235845508
chr11,25400001,25500000,1933,1342,749,222,17,51,0.471691016
chr11,25500001,25600000,1410,1514,343,351,20,112,0.471691016
chr11,25600001,25700000,1470,1359,368,251,0,90,0.707536525
chr11,25700001,25800000,1143,1512,97,295,21,20,1.179227541
chr11,25800001,25900000,988,1217,294,353,60,39,0.471691016
chr11,25900001,26000000,1253,1557,281,248,35,28,0
chr11,26000001,26100000,1000,1327,345,311,31,68,1.419565208
chr11,26100001,26200000,1071,1126,138,178,22,65,0.707536525
chr11,26200001,26300000,1283,815,368,256,16,85,0.235845508
chr11,26300001,26400000,1073,924,171,134,2,31,0.707536525
chr11,26400001,26500000,1245,1334,287,276,31,24,0.471691016
chr11,26500001,26600000,1411,1362,501,367,5,1,0
chr11,26600001,26700000,1543,1646,552,426,10,2,0
chr11,26700001,26800000,1159,1146,251,335,44,20,0.471691016
chr11,26800001,26900000,1445,1301,239,208,3,56,0.709782604
chr11,26900001,27000000,1065,1661,209,437,15,2,0.235845508
chr11,27000001,27100000,1191,2123,231,631,67,12,0.235845508
chr11,27100001,27200000,1118,1504,341,518,26,12,0.471691016
chr11,27200001,27300000,1155,1344,339,231,44,16,0
chr11,27300001,27400000,1484,968,481,251,4,38,0
chr11,27400001,27500000,1879,1159,554,240,2,110,0
chr11,27500001,27600000,1496,1389,524,421,0,50,0
chr11,27600001,27700000,1079,1439,332,377,19,37,0.235845508
chr11,27700001,27800000,890,1091,279,153,28,84,0.471691016
chr11,27800001,27900000,1302,1336,410,196,21,85,0
chr11,27900001,28000000,1465,1930,482,511,17,29,0
chr11,28000001,28100000,1855,1461,816,348,0,4,0
chr11,28100001,28200000,1292,1487,357,308,29,9,0
chr11,28200001,28300000,1280,1495,351,542,10,19,0
chr11,28300001,28400000,1209,1409,275,443,11,16,0
chr11,28400001,28500000,1801,1605,543,500,0,24,0.707536525
chr11,28500001,28600000,2721,1454,946,464,0,3,0
chr11,28600001,28700000,2008,1311,262,495,4,32,0
chr11,28700001,28800000,5909,890,2354,212,2,75,1.673817617
chr11,28800001,28900000,5113,1399,1020,248,4,42,0
chr11,28900001,29000000,1433,1047,230,342,5,38,0
chr11,29000001,29100000,1419,1094,412,240,38,56,0.235845508
chr11,29100001,29200000,967,1152,232,369,13,41,0.471691016
chr11,29200001,29300000,1554,1400,445,432,15,78,0
chr11,29300001,29400000,1095,883,430,308,4,69,0
chr11,29400001,29500000,1435,1027,348,204,51,47,0.235845508
chr11,29500001,29600000,1101,1422,275,448,78,16,0
chr11,29600001,29700000,1317,1546,469,412,8,31,0
chr11,29700001,29800000,2099,1485,693,295,2,13,0
chr11,29800001,29900000,1144,1685,303,555,35,58,0.471691016
chr11,29900001,30000000,867,1361,231,385,37,28,0.235845508
chr11,30000001,30100000,1039,1670,306,417,81,44,0
chr11,30100001,30200000,1122,1524,413,493,17,76,0
chr11,30200001,30300000,0,1351,0,202,0,61,0
chr11,30300001,30400000,0,1831,0,465,0,9,0
chr11,30400001,30500000,0,1305,0,335,0,1,0
chr11,30500001,30600000,0,835,0,239,0,1,0
chr11,30600001,30700000,0,1621,0,422,0,40,0
chr11,30700001,30800000,0,1167,0,277,0,167,0
chr11,30800001,30900000,0,764,0,220,0,39,0
chr11,30900001,31000000,0,1817,0,608,0,40,0
chr11,31000001,31100000,0,1033,0,195,0,32,0
chr11,31100001,31200000,0,3833,0,1252,0,2,0
chr12,1,100000,1117,1180,509,354,6,28,0
chr12,100001,200000,1358,990,449,253,92,31,0.235845508
chr12,200001,300000,958,1191,266,355,34,97,0.707536525
chr12,300001,400000,1065,1207,549,297,52,60,0.471691016
chr12,400001,500000,779,1205,122,490,4,37,0
chr12,500001,600000,1052,916,323,144,20,20,0.471691016
chr12,600001,700000,1130,1341,237,280,46,84,0
chr12,700001,800000,988,886,254,197,60,86,0
chr12,800001,900000,1048,1120,281,281,49,47,0
chr12,900001,1000000,778,1080,124,256,78,85,0.471691016
chr12,1000001,1100000,1009,923,308,220,61,51,1.42410056
chr12,1100001,1200000,885,1125,164,241,72,109,1.42185448
chr12,1200001,1300000,810,931,228,206,45,133,1.419565208
chr12,1300001,1400000,1420,867,282,157,10,48,0.471691016
chr12,1400001,1500000,1343,1191,345,298,31,4,0.235845508
chr12,1500001,1600000,1052,1333,221,421,19,74,0.471691016
chr12,1600001,1700000,718,863,127,184,23,41,1.181473621
chr12,1700001,1800000,722,988,175,210,27,53,0
chr12,1800001,1900000,739,901,104,212,35,10,1.415073049
chr12,1900001,2000000,929,939,144,177,18,38,0.709782604
chr12,2000001,2100000,1488,1316,568,460,2,17,0
chr12,2100001,2200000,971,1124,278,324,70,29,1.186008972
chr12,2200001,2300000,1029,1177,309,347,19,35,0.943382033
chr12,2300001,2400000,1080,1318,272,300,20,34,0.235845508
chr12,2400001,2500000,1076,1120,411,396,91,120,1.417319129
chr12,2500001,2600000,1026,1421,335,450,13,18,0.947874192
chr12,2600001,2700000,1178,1183,210,301,90,45,2.3674394
chr12,2700001,2800000,1036,1207,339,389,54,126,0.943382033
chr12,2800001,2900000,1025,1090,244,212,47,41,0.709782604
chr12,2900001,3000000,997,1171,240,443,32,66,0.943382033
chr12,3000001,3100000,1319,1217,400,386,57,64,0.235845508
chr12,3100001,3200000,1248,1406,333,297,55,39,0
chr12,3200001,3300000,1403,1500,454,634,47,42,0
chr12,3300001,3400000,1038,1386,171,370,43,49,0.471691016
chr12,3400001,3500000,1209,1039,269,198,34,77,0.943382033
chr12,3500001,3600000,1256,1217,170,270,73,116,0.943382033
chr12,3600001,3700000,1149,1031,290,207,60,39,0.235845508
chr12,3700001,3800000,922,1202,213,284,33,95,1.186008972
chr12,3800001,3900000,1182,1234,290,269,16,92,0.235845508
chr12,3900001,4000000,1028,1189,252,217,28,48,0.235845508
chr12,4000001,4100000,1145,1315,281,377,15,14,0
chr12,4100001,4200000,1305,1249,343,230,56,81,0.235845508
chr12,4200001,4300000,2308,1591,1054,471,3,125,0
chr12,4300001,4400000,1892,1014,709,203,31,43,0.471691016
chr12,4400001,4500000,1119,1434,268,262,33,37,1.183730496
chr12,4500001,4600000,1031,2095,174,538,26,14,0.471691016
chr12,4600001,4700000,1817,1555,478,398,10,25,0.235845508
chr12,4700001,4800000,1269,1169,347,208,13,25,0
chr12,4800001,4900000,1639,1686,424,548,15,33,0.235845508
chr12,4900001,5000000,1447,1665,422,422,41,76,0
chr12,5000001,5100000,1396,1712,338,701,42,39,0
chr12,5100001,5200000,1326,1384,384,294,1,44,0
chr12,5200001,5300000,2191,1784,930,595,1,2,0
chr12,5300001,5400000,1326,1443,344,500,15,17,0
chr12,5400001,5500000,1395,1129,432,285,46,65,0.945617467
chr12,5500001,5600000,914,1155,347,244,7,7,0
chr12,5600001,5700000,1115,2479,240,998,13,9,0
chr12,5700001,5800000,1119,2155,252,624,33,18,0.471691016
chr12,5800001,5900000,1990,1039,735,348,6,10,0
chr12,5900001,6000000,1068,935,347,225,38,44,0
chr12,6000001,6100000,1253,1485,536,333,5,20,0
chr12,6100001,6200000,1242,1869,440,510,24,31,0.235845508
chr12,6200001,6300000,1638,1686,448,380,5,31,0.235845508
chr12,6300001,6400000,1603,1976,429,634,37,23,0.235845508
chr12,6400001,6500000,1454,1432,480,472,46,27,0.236963225
chr12,6500001,6600000,1549,1879,655,663,10,18,0.950120422
chr12,6600001,6700000,1091,1804,387,618,20,15,0.471691016
chr12,6700001,6800000,1444,1417,537,293,1,21,0
chr12,6800001,6900000,1552,1370,371,230,25,16,1.180345258
chr12,6900001,7000000,1732,1993,556,568,20,24,0.235845508
chr12,7000001,7100000,1377,1594,270,230,19,45,0.943382033
chr12,7100001,7200000,1494,2176,449,839,2,11,0
chr12,7200001,7300000,1095,1161,342,249,20,74,0
chr12,7300001,7400000,1515,2162,346,812,19,0,0.235845508
chr12,7400001,7500000,993,1878,270,819,7,8,0.235845508
chr12,7500001,7600000,1134,2030,305,782,3,8,0
chr12,7600001,7700000,1361,2381,543,847,1,18,0
chr12,7700001,7800000,1738,1663,814,334,0,14,0
chr12,7800001,7900000,1607,2052,631,607,0,34,0
chr12,7900001,8000000,1827,1592,572,461,4,48,0
chr12,8000001,8100000,1636,2487,631,786,3,12,0
chr12,8100001,8200000,1486,1988,596,560,1,9,0
chr12,8200001,8300000,1341,2067,818,671,0,0,0
chr12,8300001,8400000,1288,1366,597,315,10,52,0
chr12,8400001,8500000,1308,1929,189,581,5,12,0
chr12,8500001,8600000,1197,1373,431,497,18,41,0
chr12,8600001,8700000,1909,1559,668,261,5,43,0
chr12,8700001,8800000,1799,1744,572,826,4,39,0
chr12,8800001,8900000,1589,1857,653,850,2,0,0.473926451
chr12,8900001,9000000,1369,1752,446,793,49,2,0.947852901
chr12,9000001,9100000,1583,1792,546,572,4,35,1.653164637
chr12,9100001,9200000,1233,1751,524,510,17,7,0
chr12,9200001,9300000,1214,1443,272,266,12,16,0
chr12,9300001,9400000,1514,2080,729,558,30,0,0
chr12,9400001,9500000,1604,1717,835,409,0,35,0
chr12,9500001,9600000,1481,1510,672,540,4,3,0
chr12,9600001,9700000,1600,1780,550,429,5,58,0.235845508
chr12,9700001,9800000,1364,1903,657,587,12,2,0
chr12,9800001,9900000,1930,1937,567,435,7,2,0.473937096
chr12,9900001,10000000,1598,1553,650,340,1,9,0
chr12,10000001,10100000,1526,1257,684,346,11,6,0
chr12,10100001,10200000,1610,1699,723,590,0,11,0.235845508
chr12,10200001,10300000,1337,1693,392,411,38,50,0
chr12,10300001,10400000,1733,1858,645,540,4,8,0
chr12,10400001,10500000,1639,1509,633,343,2,7,0
chr12,10500001,10600000,1664,1992,587,749,3,12,0.471691016
chr12,10600001,10700000,1507,2442,486,1027,9,1,0.943382033
chr12,10700001,10800000,1259,2217,362,994,11,2,0
chr12,10800001,10900000,1489,1948,517,879,48,1,0.471691016
chr12,10900001,11000000,1577,2769,407,830,14,15,0
chr12,11000001,11100000,1513,2253,357,712,4,1,0
chr12,11100001,11200000,1402,2360,621,913,1,7,0
chr12,11200001,11300000,1992,3197,761,504,2,0,0
chr12,11300001,11400000,1581,1930,884,487,1,0,0
chr12,11400001,11500000,2214,2165,703,635,2,2,0
chr12,11500001,11600000,1394,2031,460,709,4,11,0
chr12,11600001,11700000,1255,1796,410,640,2,20,0
chr12,11700001,11800000,2532,1848,435,782,0,4,0.235845508
chr12,11800001,11900000,1726,1549,452,668,0,17,0
chr12,11900001,12000000,1871,1888,414,742,4,0,0
chr12,12000001,12100000,1455,2330,699,739,6,21,0
chr12,12100001,12200000,1456,2635,610,1065,2,1,0
chr12,12200001,12300000,1499,2541,585,818,18,3,0
chr12,12300001,12400000,1326,1695,648,620,7,4,0
chr12,12400001,12500000,989,1506,401,354,4,36,0
chr12,12500001,12600000,2028,1641,629,597,6,12,0
chr12,12600001,12700000,2376,2029,1143,639,5,17,0
chr12,12700001,12800000,1852,2039,936,349,2,7,0
chr12,12800001,12900000,1873,2146,738,625,1,0,0
chr12,12900001,13000000,1495,2113,456,427,7,9,0
chr12,13000001,13100000,1629,1567,862,326,0,18,0
chr12,13100001,13200000,1475,1962,557,611,2,10,0.709771959
chr12,13200001,13300000,1596,1378,828,477,3,12,0
chr12,13300001,13400000,1327,1312,291,294,1,24,0
chr12,13400001,13500000,1795,1814,709,484,1,1,0
chr12,13500001,13600000,1564,1750,472,817,1,0,0
chr12,13600001,13700000,1959,2215,473,703,19,6,0
chr12,13700001,13800000,1269,1975,402,537,14,7,0
